User Account,Followers,Tweets,Retweets,Text,Date,Location,Hashtags,Sentiment,Category
SQLBalls,2883,20872,7,"we had a great show  yesterday

my picks were by morgan oslake on  hyperscale serverless   amp",2023-02-17 16:23:33+00:00,"Winter Garden, FL",[],positive,Other
kraywhiseheart,5000,55838,0,i discovered im bi when i was 30 i discovered im nonbinary at 31 dont underestimate the pow,2023-02-17 16:04:33+00:00,"San Francisco, CA",[],neutral,Other
kraywhiseheart,5000,55838,3,i discovered im bi when i was 30 i discovered im nonbinary at 31 dont underestimate the power of hetero amp cis,2023-02-17 16:04:18+00:00,"San Francisco, CA",[],neutral,Other
NickyvV,1080,11459,3,"i am speaking at the powerbisummit with 2 sessions
1 a table talk on powerbi administration and governance wit",2023-02-17 15:50:58+00:00,Netherlands,"['PowerBISummit', 'PowerBI']",neutral,Power BI
LaMatemaga,3031,25156,0,"not professional devrel yet but devrel aspiring haha
 aws sagemaker  code commit for templates
",2023-02-17 15:48:47+00:00,"Monterrey, Nuevo León",[],positive,Other
GigWerks,477,2030,1,gain a competitive edge with power bi watch our webcast ondemand to learn how to use this tool to visualize and a,2023-02-17 15:27:29+00:00,United States,[],neutral,Power BI
Celero,891,2136,1,dyk that you can gain powerful insights on your members using powerbi check out the case study below to discover,2023-02-17 15:24:04+00:00,Canada,"['DYK', 'PowerBI']",positive,Power BI
kimmanis,4093,8796,5,happy february powerbi friends personally im enjoying lots of incremental visuals improvements making it easier,2023-02-17 15:21:08+00:00,"New York, USA",['powerbi'],positive,Power BI
driscollis,96539,33285,0,python comes with a csv module and you can download openpyxl for excelso why not,2023-02-17 15:19:18+00:00,Iowa,[],neutral,Python
kimmanis,4093,8796,7,its never been easier or cheaper to migrate your paginated reports to the cloud now available in pro with expande,2023-02-17 15:15:07+00:00,"New York, USA",[],positive,Other
frankismartinez,1145,10411,0,ai wants a hassle to solve try creating visualizations from a prompt because after slogging through power bi ta,2023-02-17 15:07:43+00:00,Seattle,[],positive,Power BI
vinceisaverage,122,2271,0,"i wish the lady on one of our teams would stop calling powerbi power of bi it makes my skin crawl lmao 

i know i",2023-02-17 14:54:30+00:00,Chicago,[],positive,Power BI
MTY_Barraza,444,29156,0,"powerbi
enterprise dna  how to bring in summary statistics and correlation tables in power bi using python ",2023-02-17 14:37:20+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
GregDeckler,793,2339,0,"today is day number 4239 that table and matrix measure totals have been broken in power bi
please vote",2023-02-17 14:01:00+00:00,"Columbus, OH",[],negative,Power BI
ItsTylerGermain,137,370,1,if you want to be a great data analyst you need to focus on excel power bi programming sql tableau and python,2023-02-17 13:51:02+00:00,Boston,[],positive,Excel
dchughh1,27,33,0,so model in excel and show data in power bi,2023-02-17 13:13:22+00:00,"Brooklyn, NY",[],neutral,Excel
Shelby_help,18,959,1,"get online exam help with 

 software works

ansys

autocad

cc

data science

discrete mathematics

graphic des",2023-02-17 12:26:53+00:00,"Indianapolis, IN",[],neutral,Other
AirQuery,7,124,0,streamline your legacydatareporting with  modern reporting solutions to learn more visit,2023-02-17 12:00:30+00:00,"Atlanta, GA",['legacydatareporting'],positive,Other
thee_prof1,176,28244,1,"get online class homework assignment and exam expert help 
excel
project
math
essay due
pay write
english",2023-02-17 11:07:21+00:00,"Los Angeles, CA","['excel', 'Project', 'math', 'Essay', 'Pay', 'English']",negative,Excel
MTY_Barraza,444,29156,0,"powerbi
visit  power bi analyzing warehouse and retail sales data with power bi ",2023-02-17 11:04:39+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
csssoft,3963,27095,1,power bi desktop gets typescript support a new get data experience and more,2023-02-17 10:25:13+00:00,"North Carolina, USA",[],positive,Power BI
bi_saikia,131,3524,0,lets show the power of our community,2023-02-17 10:14:54+00:00,United States,[],neutral,Other
bitscapeinfo,359,8693,1,enable everyone at every level of your organization to make decisions confidently using uptothe minute analytics,2023-02-17 09:39:59+00:00,"Santa Fe Springs, CA",[],positive,Other
huuuughhh,721,43156,0,so i have off days but  i like my job alot had a power bi training yesterday and was just thinking of how my skill,2023-02-17 08:34:10+00:00,Remote,[],neutral,Power BI
MTY_Barraza,444,29156,0,"powerbi
bi or die by reportingimpulse  howto struggle with power bi  outtakes ",2023-02-17 08:19:32+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
H_Haklex,237,491,0,"im done with python 
sql amp database 
excel long time ago 
math amp stats",2023-02-17 08:11:08+00:00,Venus ,[],negative,Excel
MTY_Barraza,444,29156,0,"powerbi
pettaka technologies  how to create a toggle switch onoff button in power bi ",2023-02-17 04:49:23+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
MasMazCom,119,150903,0,microsoft certified pl 300 power bi data analyst associate mock tests 160 realistic mock tests to get you pl 300,2023-02-17 04:28:58+00:00,United States ,[],positive,Power BI
dodiggitydag,681,1457,10,i am hosting a series of three webinars on power apps power automate and power bi and ways you can use them to d,2023-02-17 04:25:37+00:00,United States,[],neutral,Power BI
ninthhostage,699,23522,0,a less real dev example would be something like a biz analyst writing a horrible python script can 10x t,2023-02-17 04:23:44+00:00,"Philadelphia, PA",[],negative,Python
datavail,1473,6106,9,the benefits of power bi are numerous and it aids management teams in making fast decisions unlock the full poten,2023-02-17 03:00:07+00:00,"Broomfield, CO",[],positive,Power BI
robswilson,211,5413,0,power bi february 2023 feature summary   via,2023-02-17 01:28:08+00:00,"Dunedin, Florida",[],neutral,Power BI
Bouje99,499,38669,0,i was the first person to use power bi in my company a few years ago and its usage has grown a lot,2023-02-17 01:13:12+00:00,"Columbia, SC",[],positive,Power BI
Kevin_dfv,46,2110,0,power bi has consumed so much of my life over the last 3 years great tool very time consuming,2023-02-17 01:01:49+00:00,"Austin, Tx",[],positive,Power BI
stephbtechin,2326,6131,0,reviewed my work goals with my manager today i have 2 power bi dashboard projects leading a poc and software impl,2023-02-17 00:33:10+00:00,"Indianapolis, IN",[],neutral,Power BI
kpuls,6625,6584,0,half an hour to go before  shows us some of the cool powerbi solutions hes come up to address tric,2023-02-17 00:31:52+00:00,"Nanaimo, BC, Canada",['PowerBI'],positive,Power BI
wsm0001971,184,451,0,i saw that coming awhile ago she used him just like  used  power hungry bihes,2023-02-17 00:13:21+00:00,USA,[],neutral,Other
grjenkin,8929,215266,0,power bi developer starting and average salary and more businessintelligence,2023-02-17 00:00:13+00:00,"Carrollton, TX",['businessintelligence'],positive,Power BI
JKerski,499,1128,3,videos were finalized last week  now i just need to wait patiently for the powerbisummit a virtual conference fr,2023-02-16 22:31:00+00:00,Washington D.C.,['PowerBISummit'],neutral,Other
sellsidecfo,273,181,0,aidriven data cleanup  power bi tools that automate reporting so much time is wasted trying to,2023-02-16 22:11:23+00:00,"Pittsburgh, PA",[],neutral,Power BI
OracleAnalytics,30686,13430,1,ensure consistent numbers whether reporting from oracleanalytics or power bi  use oac as a data source for,2023-02-16 22:00:02+00:00,"Austin, TX","['OracleAnalytics', 'OAC']",positive,Power BI
jdanton,3450,222923,0,we have a power bi dashboard for when people hit that button,2023-02-16 21:42:45+00:00,"Malvern, Pennsylvania, USA",[],neutral,Power BI
KerryKolosko,1426,1437,0,hopefully this helps,2023-02-16 21:40:36+00:00,Australia,[],neutral,Other
manpreethere,3608,55990,0,excited to announce  as our speaker for the global power platform bootcamp 2023 being hosted at,2023-02-16 21:18:50+00:00,Philadelphia,[],positive,Other
diddyfancy,148,755,0,first of all i got into this power bi stuff and im here bruh there is nothing you cant do,2023-02-16 20:49:36+00:00,"Dallas, TX",[],positive,Power BI
scottsewell,2618,4133,2,"you cant improve what you dont measure 
heres a quick intro to measuring the performance of your powerbi ref",2023-02-16 20:14:23+00:00,"Henderson, TN",['PowerBI'],positive,Power BI
LydonSolutions,319,1855,0,quickly create business intelligence reports in power bi using your microsoft sharepoint list schema and data with,2023-02-16 20:02:50+00:00,"Brea, CA",[],positive,Power BI
luciferumrex,16,1069,0,sexuality is an spectrum within its own limits heterobihomo its doesnt work like this peopl,2023-02-16 20:00:07+00:00,,[],positive,Other
CptJamesForce,758,12601,0,yep im a sales and financial analyst so i get to play in excel and power bi all day i absolutely love it,2023-02-16 19:56:43+00:00,Netherlands,[],positive,Excel
kpuls,6625,6584,1,on thurs march 9  will be presenting at our vancouver powerbi and modern excel meetup rsvp here,2023-02-16 19:39:50+00:00,"Nanaimo, BC, Canada","['PowerBI', 'Excel']",positive,Excel
IntelequiaEN,1187,554,0,did you know that powerbi allows the execution of python scripts to perform different tasks such as loading data,2023-02-16 19:00:16+00:00,USA - SPAIN,"['PowerBI', 'Python']",neutral,Power BI
Vipuls2010,46,365,0,data analysts dont choose their companys visualization tools you are expected to use whatever the company alread,2023-02-16 18:51:10+00:00,USA,[],negative,Other
Vipuls2010,46,365,1,"what are the best data visualization and dashboarding tool

power bi
tableau
qlik
looker
excel
google data st",2023-02-16 18:51:09+00:00,USA,[],positive,Excel
AkvelonInc,1393,5362,1,"our team has updated our plotlyjs powerbi  visual with several new features

download the visual here",2023-02-16 18:26:57+00:00,"Bellevue, WA",['PowerBI'],positive,Power BI
2ndwatch,938,3946,0,there are many options when it comes to dataanalytics tools choosing the right one for your company will depend o,2023-02-16 18:19:49+00:00,"Seattle, WA",['dataanalytics'],positive,Other
skypointcloud,913,2214,2,join our next powerbi discussion on 222 at 5pm pst well be led by george bryant of  for a discu,2023-02-16 17:20:12+00:00,"Portland, OR",['powerbi'],neutral,Power BI
ShriBhupathi,153,3549,0,announcing availability expansion of the ssrs migration tool to power bi   azure powerbi reports dashboards,2023-02-16 17:18:01+00:00,"Boston, MA","['azure', 'powerbi', 'reports', 'dashboards']",neutral,Power BI
PowerBIFeeds,45,632,0,news announcing availability expansion of the ssrs migration tool to power bi powerbi,2023-02-16 17:06:18+00:00,"Seattle, WA","['News', 'powerbi']",neutral,Power BI
JayPowerBI,4006,8172,15,announcing availability expansion of the ssrs migration tool to power bi  powerbi,2023-02-16 16:17:41+00:00,"Duvall, WA",['PowerBI'],neutral,Power BI
NickyvV,1080,11459,0,"theres power bi news announcing availability expansion of the ssrs migration tool to power bi
theres more info",2023-02-16 16:15:49+00:00,Netherlands,[],positive,Power BI
DigitalogyCorp,959,1968,0,"use args and kwargs to give some extra power to your function in python

python pythonprogramming pythoncode",2023-02-16 16:14:23+00:00,"Virginia, USA","['python', 'pythonprogramming', 'pythoncode']",neutral,Python
O365News,127,8065,0,powerbi announcing availability expansion of the ssrs migration tool to power bi,2023-02-16 16:12:20+00:00,Earth,[],neutral,Power BI
GoCloudMoyo,689,4267,0,how can you estimate the cost of powerbi for your organization  with the help of this power bi pricing calculato,2023-02-16 16:06:00+00:00,"Bellevue, WA",['PowerBI'],neutral,Power BI
DataEstateAdvsr,17168,42907,0, announcing availability expansion of the ssrs migration tool to power bi,2023-02-16 15:55:31+00:00,"Cleveland, OH",[],neutral,Power BI
gerald90030987,15,1526,0,i am trying to stop my subscription to power bi and power apps none of the direction i recieve work i,2023-02-16 15:45:36+00:00,Dallas,[],neutral,Power BI
Nabil_Nawaz,410,1157,0,im speaking in dallas next week on tue feb 21st at 6 pm topic is supercharge your bi applications with tidb,2023-02-16 15:42:33+00:00,"Dallas, TX",['Dallas'],neutral,Other
pb_analytics,25,56,0,i really hope that you guys enjoyed this thread and please let me know of any feedback so that i can try to do the,2023-02-16 15:25:00+00:00,"Charlotte, NC, USA",[],positive,Other
key2consulting,735,1814,0,powerbi has a multitude of cuttingedge capabilities from machinelearning and ai to various integrations and cl,2023-02-16 15:10:53+00:00,"Atlanta, GA","['PowerBI', 'machinelearning', 'AI']",neutral,Power BI
StyledNicky,93,146,0,hi i want to get into tech but im not sure what roles i can get into with my current qualificati,2023-02-16 14:53:07+00:00,Berkshire,[],negative,Other
gjmount,4338,25107,3,a reader shared his italianlanguage review of my book advancing into analytics  grazie massimo rstats python,2023-02-16 14:31:41+00:00,"Cleveland, OH","['rstats', 'python']",neutral,Python
theNineofClubs,26,5021,0,just say it was excel but use r or python what kind of analysis,2023-02-16 14:17:52+00:00,FoCO,[],positive,Excel
Apress,11965,19121,0,develop robust data models that bind data from disparate sources into a coherent whole then extend your data model,2023-02-16 14:04:11+00:00,"New York, NY",[],positive,Other
GregDeckler,793,2339,0,"today is day number 4238 that table and matrix measure totals have been broken in power bi
please vote",2023-02-16 14:01:00+00:00,"Columbus, OH",[],negative,Power BI
powerbipro,5667,1949,0,trying to ask powerbi questions on forumsis like trying to describe a painting  to someone over the phone avoi,2023-02-16 14:00:10+00:00,"Seattle, WA",['PowerBI'],neutral,Power BI
algoworks,4903,47807,2,"data is the backbone of every successful business  

want to unlock the power of your data and make better deci",2023-02-16 14:00:02+00:00,"Sunnyvale, CA 94086",['data'],positive,Other
PowerBITips,15923,1914,1,data manipulation  ep189  power bi tips from the real world,2023-02-16 13:31:20+00:00,"Wisconsin, USA",[],positive,Power BI
MTY_Barraza,444,29156,0,"powerbi
bright international communities  unleashing the power of power bi amp automl maximizing data insights amp a",2023-02-16 13:08:07+00:00,"Monterrey, NL ",['PowerBI'],positive,Power BI
MTY_Barraza,444,29156,0,"powerbi
power bi studio  power bi card visuals  enhanced dashboard look  round edged cards ",2023-02-16 13:08:07+00:00,"Monterrey, NL ",['PowerBI'],negative,Power BI
thee_prof1,176,28244,0,"get you an online class homework assignment and exam expert tutor help on software works

ansys

autocad

cc

d",2023-02-16 10:41:39+00:00,"Los Angeles, CA",[],neutral,Other
csssoft,3963,27095,1,power bi desktop vs power bi service vs power bi premium  powerbi,2023-02-16 10:25:12+00:00,"North Carolina, USA",['powerbi'],neutral,Power BI
Python_Dv,22225,3890,94,"how to build interactive excel dashboard with python 
python dash excel",2023-02-16 09:00:00+00:00,United States,"['python', 'dash', 'excel']",neutral,Excel
SociologyPro,29,93,0,"let experts handle your work 
excel
assignments 
calculus 
homework
paper pay
homeworkhelp 
onlineclass",2023-02-16 08:58:12+00:00,"Seattle, WA","['Excel', 'Assignments', 'calculus', 'homework', 'Paper', 'Homeworkhelp', 'Onlineclass']",neutral,Excel
MarkKoops,1248,43222,0,"spends 3 years learning languages like c python c
gets hired
spends first year fixing excel spreadsheets",2023-02-16 08:37:54+00:00,earth,[],positive,Excel
Vipuls2010,46,365,1,"𝗪𝗵𝗮𝘁 𝗮𝗿𝗲 𝘁𝗵𝗲 𝗳𝗼𝘂𝗿 𝗽𝗶𝗹𝗹𝗮𝗿𝘀 𝗼𝗳 𝗣𝗼𝘄𝗲𝗿 𝗕𝗜

power bi is a remarkable set of tools that allows business users or anybod",2023-02-16 05:37:10+00:00,USA,[],positive,Power BI
TenaciousData,90,373,0,when power,2023-02-16 04:32:21+00:00,"madison, wi",[],neutral,Other
HammerWatch44,49,11015,0,what do you do slap like a bich no wonder you guys like to watch power slaps tournaments and n,2023-02-16 04:16:56+00:00,"Orlando, FL",[],neutral,Other
CaseysCharts,1142,29203,0,excel is so old its all about power bi,2023-02-16 02:34:31+00:00,"Chicago, IL",[],positive,Excel
DataEstateAdvsr,17168,42907,0, power bi february 2023 feature summary,2023-02-16 02:33:23+00:00,"Cleveland, OH",[],neutral,Power BI
Rob_Veline,216,2914,0,oh man i interviewed at uchicago some years ago and got stuck at midway overnight the power outlet,2023-02-16 02:01:07+00:00,Manhattan,[],neutral,Other
ShriBhupathi,153,3549,0,power bi february 2023 feature summary   azure powerbi reports dashboards,2023-02-16 01:54:00+00:00,"Boston, MA","['azure', 'powerbi', 'reports', 'dashboards']",neutral,Power BI
PowerBITips,15923,1914,0,blog is now out,2023-02-16 01:01:59+00:00,"Wisconsin, USA",[],neutral,Other
PowerBITips,15923,1914,0,"join the iowa power bi user group for a great session from narayana windenberger from  

hoping a for an",2023-02-16 00:36:49+00:00,"Wisconsin, USA",[],positive,Power BI
varun_jain,856,7440,0,power bi february 2023 feature summary  via,2023-02-15 23:54:20+00:00,Seattle,[],neutral,Power BI
darjohn25,13450,28240,0,im sure youve already done this but run some research in python or r or excelampanaly,2023-02-15 23:48:29+00:00,"Dallas, TX",[],positive,Python
anacondainc,84203,10512,6,"are you an excel user this class was made for you

in  next live course learn how to incorporate",2023-02-15 23:37:13+00:00,"Austin, TX",['Excel'],positive,Excel
marcreguera,3832,4737,0,powerbi feb update,2023-02-15 22:50:41+00:00,"Seattle, WA",['powerbi'],neutral,Power BI
P3Adaptive,8469,9881,1,discover how to take your financial analysis skills to the next level and witness the power of advanced dax within,2023-02-15 22:31:06+00:00,United States,[],positive,Other
goodswelltrades,40,209,0,this is great how did you achieve this did you use the openbb sdk an,2023-02-15 22:19:45+00:00,"San Diego, CA",[],positive,Other
LAJMoore,165,4905,1,"today in a meeting my boss said

i have designated you as our data guru since you know how to use power bi

i",2023-02-15 22:15:50+00:00,"New Orleans, LA",[],neutral,Power BI
darrengosbell,1883,480,0,apparently the gist with the script was not always rendering properly on my blo,2023-02-15 21:51:24+00:00,Australia,[],positive,Other
shan_gsd,3663,5172,0,just found this neat idea to describe measures  check out  blog,2023-02-15 21:27:45+00:00,"Santa Fe, NM",[],neutral,Other
usacechicago,502,540,1,usacechicago was proud to host bg peeples from  today as she visited our district to learn about power bi,2023-02-15 21:13:18+00:00,"Chicago, IL",['USACEChicago'],positive,Power BI
marcreguera,3832,4737,1,powerbi with chatgpt for measure descriptions,2023-02-15 20:55:57+00:00,"Seattle, WA",['powerbi'],neutral,Power BI
statisticianjam,102,7749,0,"hit me up for help with power bi
email me statisticianjames",2023-02-15 20:38:21+00:00,Georgia,[],neutral,Power BI
shan_gsd,3663,5172,8,"its here whats your favorite new feature 

powerbi",2023-02-15 20:30:41+00:00,"Santa Fe, NM",['PowerBI'],positive,Power BI
tlachev,1332,857,1,"new post demystifying power bi dataset scaleout 
microsoft announced a public p",2023-02-15 20:19:07+00:00,Atlanta,[],positive,Power BI
becktechnology,814,4543,0,destini estimator has a historical cost integration with power bi to view a portfolio of projects data no manual,2023-02-15 20:08:59+00:00,"Dallas, TX",[],neutral,Power BI
powerbipro,5667,1949,0,powerbi is supposed to be easy right but then why do you keep getting stuck when trying to use it with your own,2023-02-15 20:00:07+00:00,"Seattle, WA",['PowerBI'],positive,Power BI
NeowinFeed,30958,63255,0,the latest updates to the platform are reporting and visualizationscentric though typescript support for embedde,2023-02-15 19:42:02+00:00,"Plymouth, MI",[],positive,Other
RedeemedDoug,447,7285,0,"i am in the process of learning advanced excel amp power bi in linkedin learning  
i thought i was advanc",2023-02-15 19:41:20+00:00,United States,[],positive,Excel
MissCo_okie,192,4648,0,check out this event  paginated reports with and without power bi datasets when why and how,2023-02-15 19:15:41+00:00,"Phoenix, AZ",[],neutral,Power BI
VisProcess,572,4080,0,you wont be surprised when i tell you its the visio visual too few people know it exists yet it can ad,2023-02-15 19:14:31+00:00,"Andover, MA, USA",[],negative,Other
WonderLaura,20538,28508,0,"my power hour powerbi in a sharepoint list 
learn how to use the integration directly from a list and even twea",2023-02-15 19:13:38+00:00,"Birmingham, Alabama","['PowerBI', 'SharePoint']",positive,Power BI
MTY_Barraza,444,29156,0,"powerbi
power bi the ultimate guide  add check boxes in excel ",2023-02-15 18:07:17+00:00,"Monterrey, NL ",['PowerBI'],neutral,Excel
DevTobs,38406,1847,85,excel  sql  power bitableau  pythonr  ,2023-02-15 18:00:00+00:00,"Richmond, VA",[],neutral,Excel
knight_devin,3526,12463,0,power bi february 2023 feature summary,2023-02-15 17:59:02+00:00,"Jacksonville, FL, USA",[],neutral,Power BI
MTY_Barraza,444,29156,0,"powerbi
new article from mspowerbi power bi february 2023 feature summary check it out at",2023-02-15 17:48:38+00:00,"Monterrey, NL ",['PowerBI'],positive,Power BI
JayPowerBI,4006,8172,6,power bi february 2023 feature summary  powerbi,2023-02-15 17:47:18+00:00,"Duvall, WA",['PowerBI'],neutral,Power BI
NickyvV,1080,11459,0,"theres power bi news power bi february 2023 feature summary
you can read more details here",2023-02-15 17:45:31+00:00,Netherlands,[],positive,Power BI
MissCo_okie,192,4648,0,publishmigrate your rdl files from power bi report server to the service  via,2023-02-15 17:43:50+00:00,"Phoenix, AZ",[],neutral,Power BI
O365News,127,8065,0,powerbi power bi february 2023 feature summary,2023-02-15 17:42:04+00:00,Earth,[],neutral,Power BI
MSPowerBI,161091,16192,1,"roses are red
violets are blue
we may be biased
but power bi is here for you ",2023-02-15 17:21:09+00:00,"Redmond, WA",[],neutral,Power BI
PMacc94,168,11587,0,while were on the topic do you only criticize liberals for being unethical or will you call out,2023-02-15 17:11:51+00:00,Ontario,[],neutral,Other
MTY_Barraza,444,29156,0,"powerbi
data with baraa  stop using excel 6 reasons to switch to bi tools  tableau course 4 ",2023-02-15 16:52:13+00:00,"Monterrey, NL ",['PowerBI'],neutral,Excel
bobbypinero,2166,828,0,"today equals now combines the full power of a spreadsheet with the automation of bi

equals not only connects nati",2023-02-15 16:39:18+00:00,San Francisco,[],positive,Other
miguel44483656,6,34,1,wednesdaythought are you an advanced python developer looking to customize class creation attributes and method,2023-02-15 16:37:22+00:00,United States,['WednesdayThought'],positive,Python
softwebchicago,1864,10742,0,power bi empowers organizations to collate and analyze all sorts of structured unstructured and semistructured ,2023-02-15 16:36:05+00:00,"Chicago, IL, USA",[],neutral,Power BI
KristaDeAyne,389,8697,36,sitting here mastering power automate amp power bi so i can go ahead and automate all my office work im all for tec,2023-02-15 16:10:51+00:00,"Michigan, USA",[],neutral,Power BI
MTY_Barraza,444,29156,0,"powerbi
solutions abroad  how to design eyecatching tables or matrix in power bi  beginners guide to power b",2023-02-15 16:07:11+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
MTY_Barraza,444,29156,0,"powerbi
guy in a cube  publishmigrate your rdl files from power bi report server to the service ",2023-02-15 16:07:11+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
GuyInACube,23887,18435,9,using onpremises powerbi report server you can now migrate your paginated rdl reports to the power bi service fr,2023-02-15 16:05:00+00:00,"Conroe, TX",['PowerBI'],neutral,Power BI
scrumtuous,115425,28698,0,"sounds like python really lacks a lot of basic features
its like a go car with a power on button
ill d",2023-02-15 16:01:33+00:00,"Toronto, Ontario",[],positive,Python
JayPowerBI,4006,8172,1,its ideascleanup day again please help henrytheowlpbi to clean up powerbi ideas  see,2023-02-15 16:00:33+00:00,"Duvall, WA","['IdeasCleanup', 'PowerBI']",positive,Power BI
PowerBITips,15923,1914,2,"power bi desktop for february is now out

go download it now 


21146640 64bit febr",2023-02-15 15:42:40+00:00,"Wisconsin, USA",[],neutral,Power BI
python_spaces,42682,1116,59,"bring the power of ai to your databases using  

apply the power of openais gpt3 and hugging face models",2023-02-15 15:40:45+00:00,Remote,[],neutral,Other
MTY_Barraza,444,29156,0,"powerbi
maria sahanjancs  hotel reviews_report in power bi ",2023-02-15 15:07:08+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
PragmaticWorks,3074,11592,0,our next free event is your chance to learn how to simplify complex data to help your audience engage and make crit,2023-02-15 15:02:03+00:00,"Jacksonville, Florida",[],positive,Other
DavidBensh,37,199,0,"predictive analytics is built with excel
machine learning is built with python
artificial intelligence",2023-02-15 15:00:43+00:00,NYC,[],negative,Excel
mrb1618,49,271,0,this is my experience in the battery engineering area numerous oneoff calculations need to go out eve,2023-02-15 14:55:27+00:00,Minnesota,[],neutral,Other
ArtisConsulting,283,1128,0,new video  how to embed base 64 images in power bi that exceed the character limit,2023-02-15 14:04:37+00:00,"Dallas, TX",[],negative,Power BI
GregDeckler,793,2339,0,"new mshgqm video is out building datamarts in power bi 

microsoft powerbi datamarts microsofthatesgreg",2023-02-15 14:02:37+00:00,"Columbus, OH","['MSHGQM', 'microsoft', 'powerbi', 'datamarts', 'MicrosoftHatesGreg']",positive,Power BI
GregDeckler,793,2339,0,"today is day number 4237 that table and matrix measure totals have been broken in power bi
please vote",2023-02-15 14:01:00+00:00,"Columbus, OH",[],negative,Power BI
powerbipro,5667,1949,0,you tried using powerbi with your own dataand got stuck may be you hit the dax wall  got twisted  or couldn,2023-02-15 14:00:09+00:00,"Seattle, WA",['PowerBI'],positive,Power BI
mdancho84,26231,7840,67,"90 of data scientists struggle with forecasting 

so i made an article to help 

this tutorial will get you star",2023-02-15 13:37:02+00:00,"Pittsburgh, PA",[],neutral,Other
LegitOnlineTut1,411,26863,0,"are you overwhelmed by too many assignments and probably need someone to help
please dm us for help with
essay
mat",2023-02-15 13:21:29+00:00,"New York, USA",[],positive,Other
Techs_Global,7785,4538,3,i finished the script in python  this regression uses the statsmodels module as opposed to excel data solver in t,2023-02-15 12:47:00+00:00,"Charlotte, NC",[],neutral,Excel
MTY_Barraza,444,29156,1,"powerbi
ivyproschool  power bi interview questions and answers  basic to intermediate level  ivyproschool ",2023-02-15 12:22:01+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
lizasisler,4477,17371,0,new blog post dax best approaches in power bi,2023-02-15 12:06:16+00:00,"Cary, NC",[],positive,Power BI
aragaocb,36,288,1,i am with you on using power apps for data calls and merging for reports i am currently building a sy,2023-02-15 11:03:51+00:00,"East Providence, RI",[],neutral,Other
csssoft,3963,27095,1,power bi  master power bi with 40 hours of premium content  businessintelligence,2023-02-15 10:25:43+00:00,"North Carolina, USA",['businessintelligence'],neutral,Power BI
MTY_Barraza,444,29156,1,"powerbi
power bi park  level up with custom visuals in power bihtmlcalculation groupsdeneb ",2023-02-15 06:36:43+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
MTY_Barraza,444,29156,0,"powerbi
ksr datavizon   simple way to keep your power bi desktop updated  ksr datavizon ",2023-02-15 06:21:42+00:00,"Monterrey, NL ",['PowerBI'],neutral,Power BI
eprnetwork,2197,400144,0,europe power bi consulting service market 2023  industry product type application competitive landscape  2030 ,2023-02-15 05:58:54+00:00,US,[],neutral,Power BI
darrengosbell,1883,480,35,automatically generating measure descriptions for power bi and analysis services with chatgpt and tabular editor,2023-02-15 05:49:07+00:00,Australia,[],neutral,Power BI
jdprogress,1235,19338,0,jacksonville  the jacksonville fightin maidens reminded everyone at wagstaff gymnasium in tyler on tuesday night,2023-02-15 04:01:07+00:00,"Jacksonville, Texas",[],neutral,Other
gyp_casino,26,721,0,microsoft has been killing it  azure has a solid market share  vscode  github  wsl2  power bi an,2023-02-15 03:31:08+00:00,Philadelphia,[],neutral,Power BI
Olamiotan_,399,8438,0,i think im beginning to lose my designing touch in power bi,2023-02-15 02:46:30+00:00,Earth,[],neutral,Power BI
MTY_Barraza,444,29156,1,"powerbi
power bi tips  love excel or power bi  ep188  power bi tips from the real world ",2023-02-15 02:36:33+00:00,"Monterrey, NL ",['PowerBI'],positive,Excel
StumpToEmerald,2050,31436,0,for management purposes though ice on a layer of power bi so it looks nice and modern and we can use buzzwords like,2023-02-15 02:36:30+00:00,"Seattle, WA",[],positive,Power BI
BolesData,124,218,1,when i do a lot of work in power query creating a new model for a client close and apply changes back to power bi,2023-02-15 02:05:42+00:00,"Waco, TX",[],positive,Power BI
Coach_Zach32,2401,6699,0,i just completed the course introduction to power bi  via,2023-02-15 01:45:41+00:00,"Berkeley, CA",[],neutral,Power BI
marcreguera,3832,4737,0,great powerbi story about bayer,2023-02-15 00:53:53+00:00,"Seattle, WA",['powerbi'],positive,Power BI
CoachBourbonUSA,4026,252249,0,welp im pretty confident i pulled an a they changed my elective which starts friday also thats bs so i get to,2023-02-15 00:42:09+00:00,"Louisville, Ky",[],positive,Other
wishonyourheart,1105,25217,1,"the only relationships im building this valentines day is in power bi 
hahahaha amirite fellas",2023-02-15 00:26:15+00:00,"Houston, TX",[],positive,Power BI
MikeRudzinski,22,516,0,how many times have i wished i could do this easily in excel or power bi excited to try this out,2023-02-15 00:14:06+00:00,"Lexington, KY, United States",[],positive,Excel
